   Counter   Asymmetry      DeltaX      DeltaY
       707  -282.04364    35.20889   -15.19796
       708   139.40837    34.60234    35.71540
       709   436.03745    20.79697    64.50638
       710   367.30814     5.94874   -41.76672
       711   -96.52069   -11.11456   -58.11487
       712   -31.38307    25.93348   -19.81330
       713   311.30701   142.34169    56.81416
       714  -809.00140   -31.81194   -13.54349
       715   980.10791   -96.81218   -12.11379
       716   512.52301    -3.15240    17.18238
       717   303.26547    22.11741    -6.83424
       718  -678.15625   -67.32347   -32.46909
       719  -195.79926  -108.08794   -31.69091
       720   541.36359    42.68747     9.20130
       721   299.57202    52.56621     1.72671
       722   196.69608   -42.08918    -1.99911
       723 -1126.44727   -22.04584   -21.08058
       724  -638.89746  -122.82537   -61.25601
       725  -215.54263    74.41080     1.02694
       726  -634.23572   -39.01633   -22.61877
       727  -447.79855   -43.74335   -42.76284
       728    38.29875    29.16526   -16.70608
       729   425.00851   -23.67528    45.24870
       730   284.56277    59.26423    23.23082
       731  -118.88173    -2.08508   -11.56641
       732   255.82411    -0.26624    29.64011
       733  -933.87958    11.79354   -16.27581
       734  2071.26074   -79.04160   113.04747
       735   469.54886    36.05225    35.17064
       736   170.20503   -25.12347    15.20299
       737 -1184.64001   -43.64183    -6.33824
       738  -133.58327    99.39571    51.88297
       739  -891.20813    26.26833   -22.37446
       740  -517.35114    36.75107    -6.62707
       741   792.81110   -25.47926    19.46224
       742  -483.29150    40.11334     1.28743
       743  -762.94263    -8.05350    -9.05525
       744   880.47797     2.70788    16.74520
       745  -679.72449    12.68217   -22.07825
       746  -689.20044   -13.23759     0.46591
       747  1208.12976   -11.40323    29.96718
       748   792.39612   -19.51266    16.10121
       749  -881.77722    17.50814    -9.91186
       750  -835.73212   -36.23738    -2.07648
       751  -232.87961    24.28231   -33.39379
       752   277.37506    13.04272    13.65609
       753 -1252.86206  -110.65596   -58.44397
       754  -672.03394   -61.63659   -12.37498
       755 -1277.80115   -67.65031   -20.45336
       756   313.71222   -41.34261    14.22823
       757 -1250.99707  -100.28407   -40.05906
       758    87.73331    74.64232    -2.39073
       759 -1590.01318   -42.81838   -68.48111
       760  -441.48602    15.96742   -15.94883
       761   425.62695    -6.31923   -25.28116
       762  -354.32758    61.36454     2.89359
       763  -631.86377    25.48920   -19.42078
       764  -604.23206    35.98264   -40.07090
       765   315.20557   -44.24895     9.47408
       766 -1140.32947   -26.95157   -38.03644
       767  1345.18311    88.75869    68.19643
       768  -648.79181   -13.81813     2.14621
       769   297.89496  -117.17976   -31.89219
       770   389.63214    85.62521    62.28783
       771   775.97723   122.98560    68.83203
       772   421.62988   -31.10283   -19.25594
       773  -435.71555   -20.15219   -15.51741
       774   357.76260    20.88725     3.55268
       775  -765.10907   -27.79577   -37.93916
       776   939.90387    44.53246    35.60659
       777  1852.90027    -9.73775    22.29121
       778   867.54938    13.42502    57.02179
       779   420.79483    13.93690   -21.46812
       780  1021.56921   -19.49692    25.59051
       781  1907.62268    -3.47601    41.67597
       782   546.89728    20.55772    34.06615
       783   891.32965    40.85058    75.17230
       784  -126.29274   -13.54921   -10.52840
       785  1548.59656    24.82630    46.82031
       786  -375.10547    33.01816     4.20444
       787   634.56726    26.46054    30.11867
       788   640.87012   -84.00661    19.25219
       789   251.81796    64.90511   -24.04768
       790 -1261.88513    -3.73232   -67.21222
       791  1149.31921   -51.77415    18.92396
       792  1418.56519   -52.38309    26.60185
       793  -239.15427    -2.37681    -8.56522
       794   422.13550    14.94339     8.54842
       795  1114.62451   -77.85167    29.28083
       796 -1169.22229   -17.36110   -51.02048
       797  1144.21045   -13.28309    17.38521
       798  -782.25092   -44.17150   -29.62466
       799 -1232.80286   -25.56548   -47.55056
       800  1334.89124   -36.07806   -10.26497
       801  -236.93394    70.02142    46.40281
       802  -113.01044     2.21940   -20.48713
       803   878.43793    63.04790    15.44115
       804  -691.10754    19.87174   -20.42440
       805   920.01093   -18.57674    31.65251
       806   325.06570     4.67542    -5.28319
       807  1307.97729  -102.99351    32.18172
       808  -792.53558   110.67197   -16.55857
       809  1052.04846   -92.67136     4.21995
       810   419.89868   182.46986    31.94989
       811   921.51556    49.45785    60.60165
       812  -822.64166    77.78358   -17.16015
       813  -464.44583   -53.05017   -50.69820
       814  1851.56287    28.32924    79.58189
       815  -414.67169   -58.19679   -65.05441
       816   738.54578    12.77989    34.94260
       817  1109.43433    25.64066    31.09726
       818  -451.63290    16.27845     9.77438
       819  -974.32617     0.15216   -30.01571
       820  -342.97839   115.13023    17.34832
       821 -1101.99158    66.01389    -4.16604
       822   500.19989    60.68417    18.97606
       823  1339.98364    56.35740    63.53332
       824   114.28501    71.32545     4.90933
       825   162.44064    60.76489    34.61470
       826   377.34244    30.37085    61.58868
       827  -163.91327   -10.00599   -24.13489
       828  -477.42453   -69.65305   -24.04888
       829 -1883.57581    -1.08056   -43.23116
       830   230.15952     3.94338     7.48581
       831 -1014.31055   -54.68599   -50.04082
       832   991.49969   -20.96104    10.12074
       833   629.71136   116.14773     3.09781
       834   381.60226   -11.77298    -4.13281
       835  -762.04834  -118.14484   -69.68504
       836  -126.59072    16.63665     0.61999
       837  -291.18451   -22.03059   -22.11718
       838  -826.27393    79.83113   -61.37136
       839   -91.18887    95.76048    33.90437
       840   152.12923    -1.77403    23.05347
       841   616.62000   -30.74409    14.25995
       842 -1688.20349    35.64237   -64.32020
       843  1593.97937    13.22400    75.55405
       844  1167.91699    30.50873    33.21536
       845  -342.52853   -21.26809    -4.63272
       846   172.72179   -17.08851    17.83083
       847   -36.21000     8.90160     4.97764
       848   549.78851    -5.83523    41.29268
       849  1100.21729   -53.54857   -16.80455
       850 -2147.05396    31.44288   -33.71041
       851   298.71698    36.95740    27.85529
       852 -1743.37598    27.54483   -55.34142
       853   911.32025    20.81535    46.40823
       854 -1365.87756   144.78146   -16.73012
       855  -644.02765    25.38574   -14.79239
       856  1430.06506    62.66338    72.62032
       857  -544.26227    -7.72979    -5.48665
       858  -681.00818    22.03126   -17.28245
       859  1123.81592   -20.76907   -13.77805
       860  1288.47571   -27.05499    11.88537
       861  -586.75775   112.84139    29.06061
       862   231.32332    27.69229    45.52471
       863  -983.35895     8.60118   -11.65505
       864     6.72823    -0.54446    28.39775
       865   363.33124    80.35421    26.19973
       866   221.06282    10.91996   -18.39699
       867   572.37372    67.49883    48.69125
       868   526.46405    -5.05411   -30.93834
       869  -177.86703    17.12040    -7.42016
       870 -2510.84619    -5.32884   -81.84399
       871   427.60141    64.86369    19.20329
       872  -161.58319    31.47238    20.69479
       873   231.76387   -86.12562   -45.47002
       874   -54.55628    11.13413    -3.79462
       875  1024.96912    10.22008    20.45231
       876   296.65741   -13.96530    -9.77424
       877  1583.40234   113.05624    83.25726
       878   943.97388   -58.76633    33.55223
       879   295.88205    95.17644    54.69019
       880   581.42059   -33.62115    -8.98368
       881   846.60895    31.68704    59.61229
       882  -156.05699   -91.08580   -16.80631
       883  -318.48816    42.60581    -9.14057
       884 -1095.67871   -34.88859     0.43916
       885 -1286.97363    92.04044    -5.38247
       886   136.70782    28.40898   -18.06248
       887  -363.19629   -41.78224   -22.29345
       888   463.58713   -37.02588   -22.67917
       889 -1946.63074    15.77256   -79.28834
       890   156.53995    18.60403   -53.81243
       891  -559.48425   -27.15522   -32.03690
       892  1616.75452   -53.44951    33.18497
       893   191.24193   -27.91869     1.94688
       894  1190.57654     8.55726    35.95824
       895  -112.69733    85.51934     1.23868
       896  -337.20850     2.28476     2.04455
       897  -487.28247    49.14088    34.55210
       898   236.81148    -5.10339     2.85782
       899  1263.30176   136.43593    73.19524
       900    17.54664    -8.54248   -15.16298
       901 -2040.80493   -34.69786   -28.79899
       902  1122.45178   -52.85963     3.50641
       903   705.18427    -5.65337    -3.09353
       904  1074.69470    -8.75622    -1.79848
       905  -341.01547    51.97030    18.43159
       906 -1542.80176    32.33776   -14.48437
       907  -779.83502    37.49557   -22.60064
       908  1851.56848   -88.46057    11.94922
       909  -737.37170    33.77126   -23.46373
       910   255.70947    -1.43206    -8.53103
       911  1046.99902   -14.21992    68.12238
       912  -541.20740    -0.03480   -12.59749
       913   504.20856     5.95568    37.56443
       914   617.22937    23.68788    32.01095
       915   949.44659   -69.85644    14.57073
       916  -876.08276    35.45037    -7.94931
       917  -123.79697    12.80123    28.15377
       918    84.55846    -7.24566     8.11611
       919   432.12799    27.30560    24.61656
       920   417.06683   -73.78738    -5.62316
       921   169.49498    -0.56707    37.56652
       922 -1348.65808    25.30958    -8.00093
       923  -185.46071    -6.94668    -4.04025
       924  -168.30093    43.53545   -13.64943
       925 -1747.63879    39.08348   -53.18948
       926 -1290.34827   -21.66289   -21.99804
       927 -1819.28015    -2.80533   -49.20118
       928 -1907.03625   -33.08844   -66.02198
       929   987.46936   -16.48444    11.74381
       930   569.10931    42.97283    22.81289
       931   736.71051   -35.15202    51.18629
       932 -1371.35046   -35.45127    -8.33373
       933  -404.95285    61.10182   -26.95477
       934   379.71054    43.38549    25.15641
       935  -312.08362    24.85982   -29.57988
       936  -238.79637     3.85818    28.68659
       937  -530.64185   -24.91441   -33.56015
       938   707.58679   -50.12164    12.46887
       939   957.37683   -38.94369    -8.07801
       940     9.88776    16.59879    17.29049
       941 -1190.79248     8.68821   -48.50999
       942   -34.95625   -31.30886   -45.58407
       943  -153.67485    49.30824    20.74828
       944   120.04652   116.69756    56.29989
       945     5.52071   -71.92702   -42.15348
       946  1456.84595   105.78388    98.03534
       947  1448.60767    47.46422    38.09932
       948   187.73370   -69.41114   -24.26169
       949  -711.00507     0.88118    34.37895
       950  -409.53589   -41.86437   -45.60027
       951  -116.05444   -44.53010   -11.03959
       952   442.03659   -56.54947    32.65978
       953  -153.83325   -78.84373   -15.92610
       954  -417.03638   -21.86596   -16.89603
       955  -786.25342    90.06802     5.76999
       956  1574.75745   -12.82322    46.85675
       957  -960.03198    -5.77937    -8.19664
